ID,station ,fish,Drift ID,Species ,Fork Length (mm),Total Length (mm),Length (cm),Total Angler Hrs,num_caught
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
S255,13,2438,BLM0708251302,OLV,411,426,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C173,2,2439,BLM0708251302,GPR,270,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
C340,11,2440,BLM0708251302,GPR,286,,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
S255,13,2441,BLM0708251302,BLU,355,371,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C341,12,2442,BLM0708251302,CPR,419,425,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
C340,11,2443,BLM0708251302,GPR,311,,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
S255,13,2444,BLM0708251302,VER,287,295,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
C339,6,2445,BLM0708251302,GPR,285,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
S038,1,2446,BLM0708251302,GPR,294,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
C340,11,2447,BLM0708251302,CBZ,470,,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
S255,13,2448,BLM0708251302,BLU,365,382,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
C173,2,2449,BLM0708251302,BLU,270,284,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
S255,13,2450,BLM0708251302,BLU,261,271,,2.25,28
A324,7,2451,BLM0708251302,BLU,270,279,,2.25,28
A324,7,2451,BLM0708251302,BLU,270,279,,2.25,28
A324,7,2451,BLM0708251302,BLU,270,279,,2.25,28
A324,7,2451,BLM0708251302,BLU,270,279,,2.25,28
A324,7,2451,BLM0708251302,BLU,270,279,,2.25,28
A324,7,2451,BLM0708251302,BLU,270,279,,2.25,28
A324,7,2451,BLM0708251302,BLU,270,279,,2.25,28
A324,7,2451,BLM0708251302,BLU,270,279,,2.25,28
